indicators,values
mean,2679421.6081025936
median,171290.92081224578
mode,0.0
std,70015549.19443107
skew,103.70355417813872
kurt,15175.402126685143
count,9695945.0
min,0.0
P05,6845.70255951488
P25,53676.492362246405
P75,560099.3425454454
P95,3827369.4134569196
max,16497755791.10989
TR,0.0012063165654099262
