indicators,values
mean,0.9809322927420063
median,0.9016590339212209
mode,0.0
std,1.4373841708342159
skew,5.265185948159552
kurt,950.2335722845407
count,9821046.0
min,-119.19450620366574
P05,-0.8900187116453083
P25,0.14361636278287204
P75,1.640075582947855
P95,3.166500493594973
max,427.2428012705446
TR,0.5570939723744456
