indicators,values
ICMean,0.0020498762282376683
IR,0.022598178616121543
SignRatio,0.5825388861013547
PosSignRatio,0.29478173607626695
NegSignRatio,0.2877571500250878
ConSignRatio,0.28173607626693425
RevSignRatio,0.7182639237330657
