indicators,values
ICMean,-0.014443807669996239
IR,-0.11101462438839095
SignRatio,0.7172604114400402
PosSignRatio,0.3125940792774711
NegSignRatio,0.404666332162569
ConSignRatio,0.39989964877069745
RevSignRatio,0.6001003512293026
