indicators,values
mean,0.1834540629337719
median,0.0
mode,0.0
std,0.6723844389267749
skew,0.944970099980137
kurt,26.41669575705875
count,17322476.0
min,-25.369673427308264
P05,-0.7013351929582093
P25,0.0
P75,0.3820144380330357
P95,1.4327280220136784
max,32.155260504192505
TR,0.05465153302612635
