indicators,values
mean,2750097.188442998
median,202564.94621224128
mode,0.0
std,62537956.04588457
skew,81.52052533064298
kurt,8940.219159128044
count,9260665.0
min,0.0
P05,16032.633454162971
P25,70748.0431841829
P75,617006.0840688031
P95,3876726.900970231
max,9584928569.978441
TR,0.000529299905961067
