indicators,values
mean,0.33206182766699716
median,0.2494381389205499
mode,6.709789608903135
std,1.051783209570546
skew,0.663943008826603
kurt,5.384761087369636
count,9249716.0
min,-6.709789608903216
P05,-1.1286508768356862
P25,-0.20789064060337795
P75,0.7878473852653126
P95,2.0709388743382293
max,6.709789608903232
TR,0.9224804376336103
