indicators,values
ICMean,0.0004541209711351381
IR,0.008035595493157851
SignRatio,0.31159056698444554
PosSignRatio,0.15805318615153036
NegSignRatio,0.1535373808329152
ConSignRatio,0.24711490215755144
RevSignRatio,0.7528850978424486
