dates,IC,pvalues,显著性
20050104,,,
20050105,-0.00569438164973764,0.908371959584879,不显著
20050106,-0.04478712465729629,0.36277616646876343,不显著
20050107,-0.002286208233001497,0.9628753775674013,不显著
20050110,0.04123911199012043,0.4060939425933594,不显著
20050111,-0.01784701041803186,0.7179627210185483,不显著
20050112,0.0029244927071705273,0.9526933791109894,不显著
20050113,-0.14517700000210115,1.3305257593203864e-06,负显著
20050114,0.10403183352235752,0.00054228424450708,正显著
20050117,0.058235926061540065,0.054928664393372954,不显著
20050118,0.0710232746454007,0.019693276271305682,正显著
20050119,0.08760030025090443,0.003980428264763471,正显著
20050120,-0.05265444934128295,0.08171900690737967,不显著
20050121,0.05361234031722763,0.07739515495213754,不显著
20050124,-0.010892027788012595,0.7220540732489823,不显著
20050125,-0.08849649752287264,0.0037826458033541448,负显著
20050126,-0.07373496900591427,0.01655123498370747,负显著
20050127,-0.09427248954543051,0.0021643814484782684,负显著
20050128,0.04012601594153634,0.19344824536834804,不显著
20050131,-0.07399882714997397,0.015767986398604113,负显著
20050201,0.09093770316992912,0.002480098171543236,正显著
20050202,-0.08364081177615394,0.0066140386488933904,负显著
20050203,-0.09664409077254281,0.0015116875084807547,负显著
20050204,0.0832620409466546,0.005423905051242293,正显著
20050216,0.05462418491237734,0.06950974767268198,不显著
20050217,-0.037751414751346954,0.21236120164569375,不显著
20050218,0.01840699510118637,0.5477241407867051,不显著
20050221,0.0027684147560732178,0.9276595885783314,不显著
20050222,-0.0012301265053676115,0.967895484338708,不显著
20050223,-0.15089007506483376,6.857678559751387e-07,负显著
20050224,-0.11837484251869654,0.0001271720480330581,负显著
20050225,0.043810196413322254,0.1534708415154851,不显著
20050228,-0.18277131404616564,1.907816180418014e-09,负显著
20050301,-0.08753946018252177,0.004091624022948495,负显著
20050302,-0.09046572303850509,0.003003582388690014,负显著
20050303,-0.043992810617517954,0.1483324157598854,不显著
20050304,-0.021048433550080695,0.4915890202467492,不显著
20050307,-0.058800856349638525,0.05752750560785881,不显著
20050308,0.018045713087835105,0.5517453795261986,不显著
20050309,0.0209167890552162,0.49188618696669606,不显著
20050310,0.08292231511325314,0.005903585680079164,正显著
20050311,0.03388988596761136,0.26120120490809823,不显著
20050314,0.07126316471836656,0.01939444197193171,正显著
20050315,-0.06630283129949123,0.028677729935561908,负显著
20050316,-0.05109287974409382,0.09608079018514802,不显著
20050317,0.020697155342880916,0.4968445124482752,不显著
20050318,-0.02006355432835393,0.5107046614794595,不显著
20050321,0.09610301360549205,0.0016566163819914514,正显著
20050322,0.03162861189961042,0.2968157688793523,不显著
20050323,0.067168948861902,0.028385591306498946,正显著
20050324,-0.026988208888007903,0.37848237449469524,不显著
20050325,0.11085365662330528,0.00030716667504099505,正显著
20050328,-0.1317388747025489,2.1614257982657233e-05,负显著
20050329,0.11518415601254162,0.00020150628141514494,正显著
20050330,0.09783424336101217,0.001511235514420221,正显著
20050331,-0.0611704080568156,0.0461628362075489,负显著
20050401,-0.025629396698890278,0.39792867946721533,不显著
20050404,0.021591610879219517,0.48068191612690436,不显著
20050405,-0.05995484745220351,0.04938736969467443,负显著
20050406,0.06267427542789313,0.04172397003489512,正显著
20050407,0.006714954075090593,0.8269819286556241,不显著
20050408,-0.04824759398472457,0.11835808706286868,不显著
20050411,-0.07532639235194284,0.014488849995129229,负显著
20050412,-0.04437810203940251,0.14630691245900745,不显著
20050413,0.0011086812278995914,0.9715265981562583,不显著
20050414,-0.004590722652087554,0.8836333022905798,不显著
20050415,-0.007275882059274374,0.8160248666555815,不显著
20050418,-0.020984525858199675,0.5095740011340493,不显著
20050419,0.03301909556272804,0.2909111418503291,不显著
20050420,-0.08289463662162885,0.008363900941623852,负显著
20050421,0.05335799068414545,0.09122844723664963,不显著
20050422,0.06454139902314099,0.04349141980166162,正显著
20050425,0.06855448060818385,0.03304273630934782,正显著
20050426,-0.0769549240455869,0.01652033392220039,负显著
20050427,0.034887493127784365,0.2786983767864528,不显著
20050428,-0.009785642770202257,0.757858648218797,不显著
20050429,-0.0720487949166071,0.02106202043265915,负显著
20050509,0.07949265916479122,0.009899333454779854,正显著
20050510,-0.014593271273069466,0.6362033155558393,不显著
20050511,-0.004522787275810665,0.8830702193811116,不显著
20050512,0.017650817900148507,0.5715061272654319,不显著
20050513,0.007132751380385969,0.8173417118276446,不显著
20050516,-0.0391924273896289,0.20794869593927495,不显著
20050517,0.10624350644635727,0.0005339331904725228,正显著
20050518,-0.11426463179914824,0.0002431345151096172,负显著
20050519,-0.03291545952654065,0.29361189917176544,不显著
20050520,-0.0019505257449817697,0.9508045107231925,不显著
20050523,0.09630031542200763,0.0017929678464582393,正显著
20050524,0.038021179039128036,0.22344635716281808,不显著
20050525,0.051589163793549164,0.09995271829204452,不显著
20050526,-0.10895596573921028,0.0006672973233439953,负显著
20050527,-0.027587063274244743,0.3842223443214431,不显著
20050530,0.007550064672669188,0.8089487618430149,不显著
20050531,0.07180405251359775,0.018654828645895308,正显著
20050601,-0.030250347147183776,0.3154999660536783,不显著
20050602,0.027002054075156993,0.3709465483243657,不显著
20050603,0.11597968237621478,0.0001215692481931104,正显著
20050606,0.02954637141144644,0.3264598601658153,不显著
20050607,0.05188067926844037,0.08404074086100946,不显著
20050608,-0.02122770143039383,0.48405940206972475,不显著
20050609,-0.11858163155484786,8.631429245856236e-05,负显著
20050610,-0.17272110494162232,9.67014361568353e-09,负显著
20050613,-0.08963732382632746,0.0030977290353156697,负显著
20050614,0.01152716405839354,0.7048763645794368,不显著
