,0
20050105,
20050106,0.29563829718672746
20050107,0.3226038888158697
20050110,0.2866229739128069
20050111,0.30360124833984997
20050112,0.35444059869078537
20050113,-0.008808487901686894
20050114,0.3480302122971809
20050117,0.24829392546897924
20050118,0.3139681537942344
20050119,0.3892355732521809
20050120,0.30146621438974386
20050121,0.27599424466052286
20050124,0.2922184618452351
20050125,0.30141567954334936
20050126,0.32322425413183825
20050127,0.3454301398397296
20050128,0.3423473366368197
20050131,0.3928006381884781
20050201,0.3928191078324968
20050202,0.35818833795745314
20050203,0.334181181190568
20050204,0.370189247283455
20050216,0.30254051940411303
20050217,0.2689079009953755
20050218,0.3371890848401507
20050221,0.2532308594332858
20050222,0.309526053275264
20050223,0.34608835583333625
20050224,0.348291358964817
20050225,0.3538585939148673
20050228,0.37171422606315685
20050301,0.3548893080317868
20050302,0.35146941278596144
20050303,0.36975618567701185
20050304,0.37251731663451176
20050307,0.3531104934304545
20050308,0.3511014324584793
20050309,0.3296997710768992
20050310,0.34444167730799946
20050311,0.35759376907254625
20050314,0.3012840882998971
20050315,0.3797070365723067
20050316,0.37297262468106346
20050317,0.3343552012873995
20050318,0.31223621125992335
20050321,0.35633528233600953
20050322,0.26174544938889627
20050323,0.3445074405518544
20050324,0.33868308324989005
20050325,0.37123733435604417
20050328,0.2991340632626217
20050329,0.30550245509192225
20050330,0.34926409716149076
20050331,0.37100894933131817
20050401,0.35948350437278503
20050404,0.3426203649095215
20050405,0.34417566877384986
20050406,0.35656909410370946
20050407,0.3161065394854353
20050408,0.3949396116801712
20050411,0.4170634983770969
20050412,0.44452664258606817
20050413,0.30096964725054187
20050414,0.3454678374903755
20050415,0.399187727914587
20050418,0.47771855799837143
20050419,0.4323921178534898
20050420,0.39743059614366805
20050421,0.41270281421900956
20050422,0.43699278394496677
20050425,0.4015855599339667
20050426,0.5274503695235452
20050427,0.4341543941601062
20050428,0.4504051663107991
20050429,0.4962419518643243
20050509,0.3776361077518819
20050510,0.4027500553565018
20050511,0.5024205785274724
20050512,0.4443983221415144
20050513,0.47543948651394924
20050516,0.37899059985046485
20050517,0.4427459084988248
20050518,0.38614588254049004
20050519,0.400642160281266
20050520,0.4177546983406051
20050523,0.31587850890039676
20050524,0.4190647018359174
20050525,0.39722366495438904
20050526,0.3881700379859331
20050527,0.40974827769433964
20050530,0.3522847323711616
20050531,0.36908149231451204
20050601,0.33764205297319505
20050602,0.31808416992011196
20050603,0.3511101756708814
20050606,0.26746514193501797
20050607,0.38095239084585775
20050608,0.33949386733778
20050609,0.30811653925904875
20050610,0.3503461433912945
20050613,0.40237254483590223
20050614,0.36886809530049525
20050615,0.3687354247849208
20050616,0.41186391514197845
20050617,0.3403461148135906
20050620,0.2865907970052928
20050621,0.3382034309093328
20050622,0.3681011913418476
20050623,0.3882417350321293
20050624,0.31836225741059354
20050627,0.30880822691966225
20050628,0.33401850774139347
20050629,0.32556017909848467
20050630,0.3123319289848564
20050701,0.3391391304928137
20050704,0.4681210149133222
20050705,0.49859870505142534
20050706,0.407763179570392
20050707,0.4045795319700881
20050708,0.3824829406148764
20050711,0.3876341172605216
20050712,0.36773482287300274
20050713,0.4503408318695113
20050714,0.48570571977879545
20050715,0.4514433434293935
20050718,0.4301243191210985
20050719,0.5474701728282407
20050720,0.5018440892308332
20050721,0.3863481885202466
20050722,0.3729750747364263
20050725,0.3967959516103232
20050726,0.3603311097070995
20050727,0.36537177408961596
20050728,0.3985707560886658
20050729,0.462012811823733
20050801,0.4601610949393408
20050802,0.43878878011136624
20050803,0.4220707451636521
