indicators,values
ICMean,-0.03832068266860267
IR,-0.45834937937183445
SignRatio,0.6045169385194479
PosSignRatio,0.14228356336260978
NegSignRatio,0.46223337515683816
ConSignRatio,0.3949811794228356
RevSignRatio,0.6030112923462986
