,return,value
200501,0.005690434235846364,1.0056904342358464
200502,0.006241590672571018,1.0119675422696668
200503,-0.03649108548248314,0.975039748179206
200504,0.007586146226560064,0.9824365422856017
200505,0.027642425188649122,1.0095934709083265
200506,0.026157367397832365,1.0360017782493285
200507,0.007808405777658178,1.0440913005202748
200508,0.058924074400840576,1.1056134139934017
200509,0.10446928107253517,1.2211160524974436
200510,-0.016611048702721343,1.2008320342777337
200511,0.03559646815245099,1.2435774135423439
200512,0.004691747203792174,1.2494119643950303
200601,0.002388039684265264,1.2523956097480013
200602,-0.0010717840078887653,1.2510533121619234
200603,0.021993904564650446,1.2785688593149027
200604,0.02293174855048208,1.3078886789011888
200605,0.07212710746247186,1.4022229061932452
200606,0.05407037538977422,1.4780416251112543
200607,0.02282445192879501,1.511777115132364
200608,-0.004086414243163694,1.5055993675965982
200609,0.00020805417547231642,1.5059126138316152
200610,0.033597563458313884,1.5565076084374982
200611,0.03006053984647039,1.603297067422268
200612,0.03619650214798087,1.6613308131670697
200701,0.10236448867887193,1.8313920923833713
200702,0.030226587246900083,1.88674882524708
200703,0.15821130382300286,2.1852538168759397
200704,0.026520751184012203,2.2432083896272195
200705,0.05232928915715651,2.3605938900877814
200706,-0.03622922445421495,2.2750714041985427
200707,0.05102853072484059,2.3911649552488945
200708,0.11421963057574791,2.664282933083098
200709,0.04069330564452556,2.7727014128025416
200710,0.031187488429019083,2.8591750060314456
200711,0.05563496827180203,3.0182451167755344
200712,0.024783771222534057,3.0930486132432295
200801,0.0700010241990432,3.309565184067686
200802,0.019574588086912037,3.3743485592925966
200803,0.01702522622336189,3.4317976068710285
200804,0.01625940507147483,3.4875965942844624
200805,0.08584024964665682,3.786972756604671
200806,0.052870646209805416,3.9871924534252883
200807,0.05861062678272222,4.220884302223884
200808,0.048455304792252685,4.425408537580977
200809,0.004094582307839545,4.443528737083918
200810,0.04840969919236593,4.658638626598784
200811,0.07371358711779563,5.002043590850902
200812,0.12746176836337386,5.6396129123714385
200901,0.08437926552540143,6.11547930776491
200902,0.15058766714448857,7.03639507019162
200903,0.08792784271947918,7.655090109235547
200904,0.12768298496253494,8.63251486453992
200905,0.05600459849141859,9.11597539349968
200906,0.06881314846727116,9.743274361676564
200907,0.06504069759797382,10.376983723048461
200908,0.0685460392761621,11.088284856896635
200909,0.10400198378953251,12.241488478837317
200910,0.03763295895851093,12.702171912352485
200911,0.05967184645720325,13.460133964379382
200912,0.052516568710460065,14.167014014571711
201001,0.019606334256971225,14.4447772267646
201002,0.03727105609938919,14.983149329126523
201003,0.05704198924985926,15.837817972087592
201004,-0.01508491136449297,15.598905891771677
201005,-0.034921677934725226,15.054165924085138
201006,0.021799156387688257,15.382334041350479
201007,0.04575809642083617,16.086200365592106
201008,0.0024277817616638053,16.12525414945416
201009,0.02285110159286119,16.493733970234043
201010,0.07574527704493517,17.74305641931488
201011,0.008773636829784603,17.898727552588326
201012,0.007803657005720943,18.038403083247573
201101,0.009243196842011914,18.205135593661584
201102,0.023331130029441427,18.629881979400917
201103,0.054969780246856725,19.65396249783346
201104,0.0019302884485281613,19.691900314610834
201105,0.013495906450564421,19.95766035909066
201106,0.021143158516479632,20.379628335680977
201107,-0.005749675722172665,20.26245208141241
201108,0.01329183830771341,20.531777318196333
201109,0.042122356373180736,21.396624159368187
201110,-0.0087484846418312,21.20943612152292
201111,0.009140870045539984,21.40330882084894
201112,0.014221947565448367,21.707705556626152
201201,0.04714918965184012,22.731206282821823
201202,0.03530867675559213,23.533815097726663
201203,0.007472220491121728,23.709664953134165
201204,0.03525290298960937,24.545499471643144
201205,0.022649103027688744,25.10143301804247
201206,0.0023798723853114545,25.161171225313854
201207,-0.005298288995516431,25.02786006869647
201208,0.02119629968825043,25.558358091268158
201209,0.037425828664898964,26.514900822148093
201210,0.02768940682475507,27.249082697930586
201211,0.002861047797994898,27.32704362598088
201212,0.02411402557915232,27.986008654980395
201301,0.049220263475771686,29.363487374613758
201302,0.010303084395486772,29.666021863180216
201303,-0.015453789154955544,29.20756941624033
201304,0.005804556293521168,29.37710639711382
201305,-0.010326445038030485,29.07374532252765
201306,-0.0358373717829823,28.031818702280482
201307,0.036669800308159584,29.05973989636764
201308,0.006031514926538417,29.235014151313905
201309,0.039380468169393446,30.386302695531487
201310,0.04255673850463415,31.67944463346788
201311,0.020122713218194255,32.31692101273882
201312,0.025734288593208143,33.14857398452455
201401,-0.049542854317832785,31.50629901276535
201402,0.008268100181012095,31.766796249335815
201403,0.052814578727425676,33.44454621076445
201404,0.0029880821011998293,33.54448126067959
201405,0.022377755070840832,34.29513144630949
201406,0.022692793652840493,35.073383787517635
201407,0.05342558680810483,36.947199897711634
201408,0.04753663677966813,38.70354551927494
201409,0.02658782994071851,39.73258880564428
201410,-0.009519400892510688,39.35435836430607
201411,-0.016914012408362433,38.68871825860906
201412,0.06141043812644398,41.064609397420796
201501,-0.03684612319940417,39.55153774042802
201502,-0.03004051602611446,38.36338913707922
201503,0.014593708530799665,38.9232532563994
201504,0.02393112654489782,39.8547305556174
201505,-0.012682524151374941,39.349271972799244
201506,0.08560926210708919,42.71793411084175
201507,-0.09885107828086359,38.49522026205416
201508,-0.04436950738867562,36.787206302208254
201509,0.023146068363000705,37.63868549416298
201510,0.047159829392304564,39.41371948061831
201511,0.00515289271312902,39.616814148527304
201512,0.08441919110894047,42.961233553259206
201601,-0.04531517664300999,41.01443766599166
201602,0.027590418553134377,42.1460431679178
201603,0.03691633369172087,43.70192056129033
201604,0.025002008089699768,44.79455633269913
