indicators,values
ICMean,-0.022504491642892425
IR,-0.4187395611117886
SignRatio,0.40667335674862015
PosSignRatio,0.08278976417461113
NegSignRatio,0.323883592574009
ConSignRatio,0.28625188158554943
RevSignRatio,0.7137481184144506
