indicators,1,2,3,4,5,6,7,8,9,10,TMB
meanRetDaily,0.0007475789339348655,0.0009698394546600711,0.0009773794186547606,0.0009855944706671491,0.0010772837234160424,0.0010401560122766265,0.0010637075403963532,0.000941960881529951,0.0009090476287924776,0.0007276645492154727,1.9914384719392732e-05
winRateDaily,0.5592072252885097,0.5669844455594582,0.5652282990466633,0.5664826894129453,0.5669844455594582,0.5639739086803813,0.5664826894129453,0.5647265429001506,0.5589563472152533,0.548670346211741,0.5070245860511792
PLRatioDaily,0.859355979211842,0.859040894001329,0.868817906354931,0.8671885049815401,0.877571001348742,0.8850316962443228,0.8803569783590117,0.8733763400189161,0.8903065266476805,0.9053603884496942,0.9785463666503726
targetRet,0.11251695959543428,0.1834111796626967,0.18960804985222968,0.19498287717880336,0.22571375358922174,0.21618275910795615,0.22541396591789908,0.19047843259827912,0.1823599703522929,0.13146769010200443,-0.004303336380770517
benchmarkRet,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838
excessRet,-0.014763536911394093,0.05613068315586833,0.0623275533454013,0.06770238067197498,0.09843325708239337,0.08890226260112777,0.0981334694110707,0.06319793609145075,0.05507947384546452,0.004187193595176053,-0.1315838328875989
sigma,0.39794887575068266,0.38215053384917924,0.3734886866340166,0.3670936885970058,0.36038217495366204,0.3562811506785663,0.3516633633096622,0.3473801222025278,0.343579178810818,0.3399930133703271,0.13621219713360191
sharpeRatio,0.28274224768994405,0.47994484742780014,0.5076674518873112,0.5311528997515805,0.6263177517540761,0.6067757407211091,0.6409936019391579,0.5483285324173712,0.530765487546334,0.38667762257457694,-0.031592885742454085
informationRatio,-0.12822986029288985,0.5742905582594996,0.6708055208949717,0.7675213458632244,1.2171682270929345,1.1030180665813678,1.28367011136981,0.8517235602759564,0.735350404508034,0.04795940648711392,-0.4369898982216282
maxDrawDown,0.7618791563886435,0.7472105271612778,0.7064358007528521,0.7300096924221895,0.7082462314766711,0.6917891673210178,0.704449520310165,0.7148636860461874,0.7194565282867871,0.7232404506927783,0.4499011559285653
meanRetMonthly,0.014906870540354496,0.019694678900366157,0.019646840762428747,0.0199445465280536,0.021695919892829464,0.021236576053138567,0.021737696230697184,0.019250132031004886,0.018780859050238786,0.014964101641556812,0.0004991529770945532
winRateMonthly,0.5532994923857868,0.5685279187817259,0.5634517766497462,0.5736040609137056,0.5736040609137056,0.5583756345177665,0.5634517766497462,0.5532994923857868,0.5583756345177665,0.5583756345177665,0.5025380710659898
PLRatioMonthly,1.1486922361379754,1.234853981137397,1.279656044335601,1.239907835154674,1.3203552617056693,1.3811179189906997,1.3711781023990002,1.3492059242601817,1.2968848913291597,1.1784673378006465,1.022944884989263
meanTurnoverRate,0.07351449816115649,0.1639923041140584,0.2140569057236996,0.24396186294556368,0.26017573345283873,0.2629573883120571,0.2518840081244984,0.22433443398133948,0.17220499726551583,0.07524772179451737,0.0
