indicators,values
ICMean,0.0010763661088409734
IR,0.012301457011818501
SignRatio,0.536628198695434
PosSignRatio,0.27270446562970396
NegSignRatio,0.2639237330657301
ConSignRatio,0.2812343201204215
RevSignRatio,0.7187656798795785
