indicators,values
ICMean,0.03351789635592355
IR,0.43246289172760094
SignRatio,0.5652282990466633
PosSignRatio,0.44154540893125943
NegSignRatio,0.12368289011540391
ConSignRatio,0.383843452082288
RevSignRatio,0.616156547917712
