indicators,values
mean,0.0038243581862039857
median,0.003369988718716278
mode,0.0
std,0.002430533074686447
skew,22.048198150720076
kurt,6543.287153123137
count,9825195.0
min,0.0
P05,0.0
P25,0.002415904072860469
P75,0.004797879271452916
P95,0.008128637204347823
max,0.8723751586672946
TR,0.10421528884935416
