indicators,values
mean,0.04349419201866912
median,0.0
mode,0.0
std,0.28453195216049837
skew,3.546051889249203
kurt,75.7604733585351
count,9786760.0
min,-0.9040438656614119
P05,-0.29452054794520544
P25,-0.11494252873563215
P75,0.14298323036187122
P95,0.5260707789625498
max,28.918287937743195
TR,0.05583660030569415
