indicators,values
ICMean,-0.01028599271357868
IR,-0.10099187106541534
SignRatio,0.6261916708479679
PosSignRatio,0.27345709984947314
NegSignRatio,0.35273457099849476
ConSignRatio,0.4189663823381836
RevSignRatio,0.5810336176618164
