indicators,1,2,3,4,5,6,7,8,9,10,TMB
meanRetDaily,0.001714971608885593,0.0014095617670936873,0.0012831860063489873,0.001225935991986045,0.0011596896688072513,0.0010241884506035335,0.0008520718151112675,0.0007297238557472535,0.0005257523485365357,0.0001228902207745679,0.0015920813881110253
winRateDaily,0.5566984445559459,0.5579528349222278,0.5594581033617662,0.554942298043151,0.5556949322629202,0.5531861515303562,0.5454089312594079,0.5421475163070748,0.5381334671349725,0.5268439538384345,0.5296036126442549
PLRatioDaily,0.9177849581042253,0.8887058561825778,0.8713945971268321,0.8823737535808752,0.8721258100974135,0.8638943101061898,0.871389645528702,0.8677733421865387,0.8574014371936056,0.8528876046088617,1.1865330413112964
targetRet,0.4314395278220491,0.33377461034480094,0.29376611521796114,0.2758761766679154,0.2550001290621524,0.21145961677082736,0.15989135637607976,0.12326741424939613,0.06496542408613837,-0.042835222079234625,0.4592774802832733
benchmarkRet,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838
excessRet,0.3041590313152207,0.20649411383797256,0.16648561871113277,0.14859568016108704,0.12771963255532404,0.08417912026399899,0.032610859869251385,-0.004013082257432243,-0.06231507242069001,-0.170115718586063,0.33199698377644493
sigma,0.3722712414311034,0.3565542597922407,0.3532482162333181,0.35212173213565207,0.35185439625652665,0.35566119649156697,0.3569283413063323,0.3610640757633252,0.3673686590904347,0.3831842489015451,0.19948029091746994
sharpeRatio,1.1589386442086906,0.9361116889734731,0.8316138672981453,0.783468191510646,0.7247319680389593,0.5945535213196677,0.44796486541497044,0.3414003843744261,0.17683986502002041,-0.11178753354822957,2.302370214976717
informationRatio,2.2067620444076974,1.8550725151516776,1.593167677292194,1.506780948092003,1.3426763963192097,0.886657954042868,0.34769935143759545,-0.041895134972825585,-0.5901191573899227,-1.2057309141022614,0.8395479900124866
maxDrawDown,0.6952337475693366,0.706924935598789,0.6907616808944996,0.7099724649610142,0.7009704534578813,0.7128989130526272,0.7184917465333771,0.7572808724557398,0.7845532359955308,0.9143180853479272,0.31199805808498215
meanRetMonthly,0.03625702384013968,0.029196170613056117,0.02638979856349397,0.02508984207530182,0.02357738465465331,0.02061323568526524,0.017127369890600614,0.014621609983888192,0.010186572277653405,0.0023406964144058046,0.03422805427516271
winRateMonthly,0.583756345177665,0.5736040609137056,0.5685279187817259,0.5736040609137056,0.583756345177665,0.5532994923857868,0.5482233502538071,0.5380710659898477,0.5532994923857868,0.47715736040609136,0.6598984771573604
PLRatioMonthly,1.5547602135215424,1.470995054849783,1.422818451941039,1.3503630841087895,1.263826271185625,1.335384898246052,1.230616761541376,1.1964784859807074,0.9970616299683793,1.0957902590233357,1.7456060270076978
meanTurnoverRate,0.14721087895596432,0.30746379263443985,0.38594485995978495,0.42415704822127426,0.4357499280882083,0.42609196735587257,0.3956081204183414,0.341434218397532,0.2551748795747757,0.124057831517948,0.0
