indicators,values
mean,4.921222155036848
median,3.8948671133255965
mode,4.668637684876069
std,3.4109196583048633
skew,3.885320251464335
kurt,22.35641334122014
count,9249716.0
min,1.3769174048370563
P05,2.4339974850071844
P25,3.090537105170714
P75,5.3852881684772855
P95,10.88358644612157
max,45.98638408885846
TR,0.2116052584933903
