indicators,values
mean,1.1062867369410425
median,1.12282423077824
mode,0.0
std,0.4216708717636863
skew,-0.003409839191520629
kurt,1.1029447803032797
count,9260488.0
min,-2.6389493107145015
P05,0.3693712572067089
P25,0.8624462334659811
P75,1.3615023687402619
P95,1.7598816651603855
max,4.177364248958423
TR,0.0019099601922125675
