indicators,values
ICMean,-0.05963406377707526
IR,-0.40701366467456873
SignRatio,0.7875062719518314
PosSignRatio,0.22378324134470648
NegSignRatio,0.5637230306071249
ConSignRatio,0.4892122428499749
RevSignRatio,0.5107877571500251
