indicators,values
mean,2709136.130990158
median,187454.9046185541
mode,0.0
std,65997182.43582603
skew,92.11182113438754
kurt,11564.373185656763
count,9519225.0
min,0.0
P05,11724.876301040367
P25,62577.275312861995
P75,588998.9917025267
P95,3845961.538733344
max,12559587866.280844
TR,0.0006866443557526081
