indicators,values
mean,0.019247641009425945
median,0.00391771030551016
mode,0.0
std,0.09944270169385505
skew,154.92050050570697
kurt,98274.06162002996
count,9843345.0
min,0.0
P05,0.0
P25,0.0012984575900680923
P75,0.012445801208739119
P95,0.07378380080749514
max,91.9656908124809
TR,0.02723382520218709
