,1,2,3,4,5,6,7,8,9,10
20050104,,,,,,,,,,
20050105,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.4999999999999999,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.5000000000000001
20050106,0.9387755102040816,0.8571428571428571,0.8979591836734693,0.9285714285714286,0.8877551020408163,0.9081632653061225,0.8979591836734695,0.9285714285714286,0.8775510204081632,0.9387755102040818
20050107,0.9285714285714285,0.9489795918367345,0.9285714285714285,0.9081632653061223,0.9183673469387754,0.9285714285714284,0.9285714285714285,0.8673469387755102,0.8877551020408163,0.9387755102040818
20050110,0.909090909090909,0.9494949494949494,0.8787878787878787,0.9393939393939392,0.8877551020408163,0.9183673469387754,0.8877551020408163,0.9183673469387755,0.8877551020408163,0.9387755102040815
20050111,0.8899999999999999,0.9099999999999999,0.9099999999999999,0.9299999999999999,0.9399999999999998,0.8599999999999999,0.8999999999999999,0.9499999999999998,0.9399999999999998,0.8484848484848484
20050112,0.95,0.8800000000000001,0.9299999999999999,0.9099999999999999,0.94,0.9299999999999999,0.9099999999999999,0.95,0.94,0.8888888888888886
20050113,0.8750000000000001,0.9368421052631581,0.9473684210526316,0.9263157894736844,0.9157894736842105,0.8842105263157896,0.9157894736842107,0.8842105263157896,0.8842105263157896,0.8947368421052633
20050114,0.8541666666666669,0.8631578947368423,0.9052631578947372,0.8947368421052634,0.9368421052631581,0.9052631578947371,0.9263157894736844,0.9157894736842108,0.9684210526315792,0.9052631578947371
20050117,0.91,0.91,0.89,0.9199999999999999,0.9100000000000001,0.8899999999999999,0.92,0.89,0.9090909090909091,0.8787878787878787
20050118,0.8899999999999999,0.9099999999999999,0.94,0.9199999999999998,0.8999999999999999,0.9199999999999998,0.8699999999999999,0.8799999999999999,0.9292929292929292,0.9292929292929291
20050119,0.8888888888888888,0.909090909090909,0.8989898989898989,0.9494949494949495,0.9387755102040818,0.9183673469387755,0.9591836734693875,0.9285714285714285,0.8979591836734693,0.8979591836734694
20050120,0.924731182795699,0.8924731182795701,0.924731182795699,0.924731182795699,0.924731182795699,0.8913043478260869,0.9347826086956521,0.9021739130434783,0.9347826086956521,0.9673913043478262
