,TMB,1,2,3,4,5,6,7,8,9,10
20050104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20050105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20050106,0.004002245475791533,0.013048024962284632,0.010524363072153542,0.010077819858154147,0.009355354867491394,0.01142429208122231,0.012152847701276115,0.006863991502086275,0.007888793628797242,0.009190799460606747,0.0090457794864931
20050107,0.004870054246723821,0.010991002421671392,0.004873601915846959,0.006986341364523363,0.006499557040646531,0.006856757198656305,0.011125786602300791,0.002167748005194259,0.002618304085537093,0.003623863494122803,0.006117001035600311
20050110,0.005660325369814534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20050111,0.0065154769580887395,0.00014406493359175876,0.0,0.0,0.0004597148223490777,0.00034514704535204555,0.0,0.0,0.00013238554811001446,0.0002911354721580883,0.0
20050112,0.005418527638274662,0.00014071783933811144,0.0,0.0004773244057004744,0.0005816798773806697,0.005287619100406538,0.002034272960441008,0.0008705245169762232,0.0,0.0028687709657404525,0.0011007957637845234
20050113,0.0040477897784028105,0.0,0.0,0.0,0.0,0.0009718310848442213,0.0,0.0,0.0,0.0,0.0
20050114,0.005000188274073003,0.0243513925940414,0.021457712294197684,0.022679833789044257,0.020466922230161777,0.023183416083815245,0.016895862859918176,0.023305977358727303,0.022671700002262152,0.021677548037984495,0.023395123321383937
20050117,0.0016708860351982713,0.032920440209948,0.03353052490097341,0.030832402311552487,0.031059379538282084,0.0360500265307836,0.025285205403860367,0.03889427004681534,0.03484651498821589,0.03615075970299442,0.03524032195622917
20050118,0.0,0.021529332174293425,0.020903417209044428,0.01823092877829091,0.021121891534110038,0.021911916669066778,0.014703279778999878,0.026189598058525054,0.023206514135256318,0.025788232897944963,0.027452608442693816
20050119,0.0,0.029565464657554608,0.0322277901358583,0.030396516177704003,0.037549520841520856,0.03151366426271973,0.021995753707849675,0.03649536233530992,0.03205560446387545,0.03299470653829828,0.03933734853491777
20050120,0.0,0.0414611069041293,0.04029833305064523,0.042809643509661766,0.04994523899933012,0.04597270484920024,0.033475919934373044,0.04913867527703375,0.03938927429811234,0.0419575905063011,0.05422156832516001
20050121,0.007317470625029632,0.0,0.0,0.0,0.0119901383816301,0.0018987875456798475,0.0,0.006658049716219416,0.0,0.0,0.005953294060555558
20050124,0.009718782627905598,0.010549575607394224,0.008936381982800334,0.006718810884064452,0.015335620398677086,0.008842754824653354,0.011272501771708576,0.012916375887242815,0.005863390465827734,0.009192451077802533,0.01403545297834341
