indicators,values
ICMean,-0.0006067049993230511
IR,-0.00697860303375749
SignRatio,0.5466633216256899
PosSignRatio,0.26793778223783243
NegSignRatio,0.2787255393878575
ConSignRatio,0.2905168088309082
RevSignRatio,0.7094831911690919
