indicators,values
mean,0.3671915999135476
median,0.3684069758755115
mode,0.36787944117144233
std,0.006319522125576428
skew,-3.0624762433566617
kurt,32.6350181113808
count,9781357.0
min,0.006576480656524429
P05,0.3563985932840254
P25,0.36556661218885333
P75,0.3704317906746854
P95,0.3738439778520518
max,0.4214872441200847
TR,0.24518785008593968
