indicators,values
ICMean,0.04360681750314743
IR,0.48645984141431825
SignRatio,0.6512794781736077
PosSignRatio,0.5075263421976919
NegSignRatio,0.1437531359759157
ConSignRatio,0.44380331159056696
RevSignRatio,0.556196688409433
