indicators,values
mean,-2.19401626923373e-12
median,-5.885627591600818e-14
mode,0.0
std,3.703142045775724e-11
skew,-0.1956939368273639
kurt,129.62809679013097
count,9249716.0
min,-5.2905993354366975e-09
P05,-5.523467270794402e-11
P25,-4.678085994959098e-12
P75,1.3279157490402348e-12
P95,4.218631775247808e-11
max,5.56734876495995e-09
TR,0.9575318772279027
