indicators,values
mean,-0.0005933235037628841
median,-0.00023286168558769434
mode,0.0
std,0.004153127986182922
skew,-11.961996493258155
kurt,4175.260909367545
count,9298720.0
min,-1.596942192701504
P05,-0.0064883110928494895
P25,-0.0015748935730399132
P75,0.0007780404551016328
P95,0.004151076184298283
max,0.3638078802315283
TR,0.9160669187329957
