indicators,values
mean,0.4749421143308831
median,0.4363205842527546
mode,0.18848789902171034
std,0.1824576042365436
skew,1.7869787593025819
kurt,7.120522140934211
count,8262629.0
min,0.07879682779068196
P05,0.26187553011279363
P25,0.3504667979080159
P75,0.5547992990788131
P95,0.8203015394155272
max,4.234415617509907
TR,0.023866282479495404
