indicators,values
mean,5.484259050463092
median,4.229766238006375
mode,46.02127659574469
std,4.146166163165358
skew,4.082718820867214
kurt,24.907609652952814
count,9249716.0
min,1.3149571041250283
P05,2.5363764161359286
P25,3.287636258935504
P75,6.013587531998574
P95,12.636771266917927
max,46.02127659574536
TR,0.20991264270758714
