indicators,values
mean,0.54836873205854
median,0.47724937064225526
mode,4.358898943540674
std,0.31907817627557455
skew,5.022188323449924
kurt,42.79808851233446
count,9442401.0
min,0.0902657127249815
P05,0.2784584432183135
P25,0.3779525493978256
P75,0.6216711293981956
P95,1.00734553453715
max,4.358898943540676
TR,0.013997075180608887
