indicators,values
mean,2.2923789442880131e-07
median,8.33757590887449e-08
mode,0.0
std,5.936501905601157e-07
skew,18.434019172667398
kurt,889.4077016658015
count,8757323.0
min,0.0
P05,4.682233047798799e-09
P25,2.796687965570201e-08
P75,2.2855636571889102e-07
P95,8.263992047170136e-07
max,6.191004147469395e-05
TR,0.0007800241136944885
