indicators,values
ICMean,-0.0047251272082260605
IR,-0.03537143530300653
SignRatio,0.7320622177621676
PosSignRatio,0.34044154540893123
NegSignRatio,0.39162067235323633
ConSignRatio,0.33743100852985447
RevSignRatio,0.6625689914701455
