indicators,values
mean,0.3451656662435819
median,0.2359143247211336
mode,-1.4380389238045725
std,0.8960311669303023
skew,0.9798102774190662
kurt,4.737921155613461
count,9249716.0
min,-6.6922960525122175
P05,-0.8364718572749114
P25,-0.15443050515617093
P75,0.7253224841943811
P95,1.9161819275475835
max,6.705807327488981
TR,0.8955754350024636
