indicators,1,2,3,4,5,6,7,8,9,10,TMB
meanRetDaily,0.0006482580642568391,0.0008636435092124364,0.0009852160277374256,0.0010098215208359938,0.001077554289742534,0.0010217524159008046,0.0010670251120564315,0.0009743931554460155,0.000980153161448913,0.0008139618841104189,-0.00016570381985357976
winRateDaily,0.5499247365780231,0.5566984445559459,0.5667335674862017,0.5612142498745609,0.5654791771199197,0.5687405920722529,0.564977420973407,0.5637230306071249,0.5657300551931761,0.5632212744606121,0.482940291018565
PLRatioDaily,0.892184140564244,0.8940356561190927,0.872648147283259,0.8928960936541394,0.884296390393708,0.8643993413838497,0.8807763523398704,0.8727390851697876,0.8638503376407555,0.8516831591119025,1.0107948270228837
targetRet,0.1109736699146262,0.17008451873017205,0.2052227273266225,0.20942458196906277,0.22737455971515175,0.20794488439950753,0.21890293343771683,0.18687544480011553,0.18502151414784196,0.13004890573094174,-0.04976855103108424
benchmarkRet,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838,0.12728049650682838
excessRet,-0.016306826592202173,0.042804022223343674,0.07794223081979412,0.0821440854622344,0.10009406320832337,0.08066438789267916,0.09162243693088845,0.05959494829328715,0.05774101764101358,0.002768409224113366,-0.17704904753791262
sigma,0.3354241363481322,0.3409729663473476,0.34310988840110884,0.3508095442395947,0.35681604830200836,0.3623412538287844,0.36842226524609334,0.37754281000756,0.3853110183950162,0.4002430965231591,0.13871325988436928
sharpeRatio,0.3308458094960946,0.49882112518242205,0.5981253652669699,0.5969751547752381,0.6372318756321812,0.5738923796343843,0.5941631494271857,0.4949781583613617,0.48018744680215747,0.3249247941080148,-0.3587872642642172
informationRatio,-0.19713448151299853,0.5941121225774014,1.1301146419391799,1.0844344933076167,1.237762543727573,0.9595562496713151,1.050265509652286,0.6217567901912412,0.5529478744524015,0.02316421310312214,-0.43101149125665256
maxDrawDown,0.7169388763833647,0.705683551194153,0.7086552739314468,0.7205197819206102,0.6948098002332969,0.703437408704197,0.722172661337752,0.7254705474473995,0.7349323837268593,0.7557106072072435,0.6531790870936847
meanRetMonthly,0.013387885250539341,0.017695947715430677,0.020167301800311677,0.020659802304398355,0.021968550057360117,0.020711877417218073,0.0216471115520302,0.019660155830245066,0.019741866393774253,0.016193952881470602,-0.0033721922252650804
winRateMonthly,0.5482233502538071,0.5532994923857868,0.5736040609137056,0.5532994923857868,0.5482233502538071,0.5634517766497462,0.5482233502538071,0.5634517766497462,0.5786802030456852,0.5532994923857868,0.4619289340101523
PLRatioMonthly,1.1779613419399826,1.306814776760061,1.284566132866397,1.3900236025194332,1.4665664957092737,1.3296297546641747,1.4349134038999745,1.2672713407812193,1.1802794063751432,1.1847928496444544,0.9200172020992489
meanTurnoverRate,0.07399678873059254,0.1674835450856882,0.22244289558395416,0.2518864307673483,0.2620148158795173,0.25858499157114323,0.2424806915778032,0.2128735757560417,0.16265343803982105,0.07266611325069733,0.0
