indicators,values
ICMean,-0.02012671888814132
IR,-0.47348583954961876
SignRatio,0.29836888331242156
PosSignRatio,0.04617314930991217
NegSignRatio,0.2521957340025094
ConSignRatio,0.22835633626097868
RevSignRatio,0.7711417816813049
