,return,value
200501,0.02979302724530619,1.0297930272453062
200502,0.015988480717800346,1.046257853204743
200503,0.0025826324410074264,1.0489599526780884
200504,0.042883058180609,1.0939425633579116
200505,0.04116947636829349,1.1389796058683457
200506,0.026355113582203105,1.1689975427488188
200507,0.00892291109659804,1.179428403894908
200508,0.025628333698827888,1.2096551886038027
200509,0.02908562581545948,1.244838766785262
200510,0.016218395232524996,1.2650280539057543
200511,0.040765059989336994,1.3165969984114165
200512,0.004884212934449517,1.323027538500515
200601,-0.01560216389060487,1.3023854460130464
200602,0.02349393681902079,1.332983607395689
200603,0.012035411733740453,1.3490266139450229
200604,0.021471214882800682,1.3779918542556535
200605,0.09021671274785747,1.5023097495399234
200606,0.030628699581702445,1.5483235435372442
200607,0.031637477058906294,1.5973085941256682
200608,0.019994469289336125,1.6292459317565064
200609,0.003263652787927951,1.6345632247839037
200610,0.0193347118689422,1.6661670337666694
200611,0.015163123696195768,1.6914313305981972
200612,0.04713878608097066,1.771163350261917
200701,0.07163676190289547,1.8980437574757647
200702,0.01593268237784584,1.9282846858028793
200703,0.009207269046843214,1.946038921703974
200704,0.015073361716678946,1.9753722702855536
200705,-0.030579629445153245,1.9149661182439903
200706,0.10011186954894535,2.106676956464283
200707,0.025849480901573685,2.161133462216192
200708,0.08219689588942192,2.3387719244131224
200709,0.024693136967279816,2.3965235398778844
200710,0.021752626878271286,2.4486542222458416
200711,0.032376377637192144,2.527932776048178
200712,0.07283469184256641,2.7120539807903707
200801,0.025546631285898513,2.7813378238650754
200802,0.002818920241577816,2.7891781933554345
200803,0.0211902939080566,2.8482816990345787
200804,0.0231249902272892,2.9141481854893203
200805,0.03156082129763038,3.0061210956063626
200806,-0.0023140317267179578,2.9991648360167735
200807,0.04414225009015138,3.1315547202698135
200808,0.022206945325429217,3.2010969847264352
200809,-0.02101464211014814,3.1338270772325347
200810,0.02755534859591524,3.2201807747849953
200811,-0.0008262531305582854,3.2175200903388657
200812,0.11056230142022705,3.5732565163925476
200901,0.0695568178008017,3.8218008688587912
200902,0.09381763722931513,4.180353196336067
200903,0.10008613027539526,4.598748570941723
200904,0.0937275592083282,5.029778049908878
200905,0.06455834102518887,5.3544921765359055
200906,0.036473873711862614,5.549791247974032
200907,0.010480421360979042,5.607955398718274
200908,0.034347791251263304,5.800576280099844
200909,0.09464189984780136,6.349553839460586
200910,0.023556418890087638,6.499126589468084
200911,0.045541333164776265,6.795105478759106
200912,0.01903261505018672,6.924434105561743
201001,0.0023791020361001447,6.940908040841126
201002,0.013533530370284597,7.034843030609202
201003,0.05753223499966342,7.4395732730319555
201004,-0.0036554013901912707,7.4123786465472845
201005,-0.03496658970815325,7.1531930436519895
201006,-0.0019392010670488125,7.139321564068934
201007,0.04688704663903143,7.4740632672144764
201008,0.007390527090763044,7.529300534268902
201009,0.011375874836868638,7.614952914755913
201010,0.04460486513529083,7.954616862530191
201011,0.03248374160826906,8.213012581285401
201012,0.021359786394482994,8.388440775676859
201101,0.009178182395059409,8.465431415126174
201102,0.025854335438488807,8.684299518564368
201103,0.021708603561756412,8.872823534024434
201104,0.030730409211819243,9.145489032089266
201105,-0.007850493971749084,9.073692425574151
201106,0.007298174955090442,9.13991382038467
201107,0.00866538472003242,9.219114689946245
201108,-0.0014128203483219082,9.206089737118775
201109,0.019857791043241813,9.388902343443814
201110,0.0062274946004918785,9.447371682092156
201111,0.022670338214285435,9.661546793361248
201112,-0.0030947774799822136,9.63164645592336
201201,-0.008360559591486738,9.55112050176448
201202,0.03766856023245091,9.910897459672592
201203,0.0067096097329291116,9.977395713730074
201204,0.020646040057390014,10.183389425304176
201205,0.04284270158727721,10.619673339599517
201206,0.01983366944427223,10.830300430223284
201207,0.009845588493684776,10.93693111152224
201208,0.036154515359357875,11.33235055537801
201209,0.0029299757573089114,11.365554067778593
201210,0.01680745035489073,11.556580053528608
201211,0.028783517348109244,11.889219075984162
201212,0.03870272853902912,12.349364294423024
201301,0.015874975106944023,12.545410145183574
201302,0.03208072378145732,12.9478759827763
201303,0.004576395519880538,13.007130584415846
201304,0.008430585415065028,13.116788309812668
201305,0.0013067071683485754,13.133928111122811
201306,-0.022358851638539345,12.840268561054975
201307,0.035373007192407435,13.294467473217615
201308,0.017490506214731916,13.526994439179479
201309,0.06257058655767955,14.37338641560141
201310,0.0214140733842223,14.681179167084883
201311,0.029966702579233617,15.121125696697355
201312,0.035124309520573105,15.652244795967643
201401,0.0002169483890663848,15.655640525261402
201402,0.0006718086536616763,15.66615812004489
201403,0.04805765793801986,16.41903698818094
201404,0.011768422286272173,16.612263148991776
201405,0.018838782780566943,16.925217965949248
201406,0.016038327938403985,17.19667016211611
201407,0.04323145110417426,17.940107167384244
201408,0.04039981069771037,18.664884100843206
201409,0.03982618526600934,19.40823523301198
201410,-0.002102859787936673,19.367422435585663
201411,0.0032378638946035654,19.43013151342138
201412,0.054123265054394576,20.48175367136403
201501,-0.015121968701128807,20.17202923340143
201502,0.006473154083110888,20.302605886798258
201503,0.008291195638696625,20.470938764181057
201504,0.00957931465457218,20.667036327877625
201505,0.04780229320987228,21.654968058201913
201506,0.028794799004674854,22.27851851089049
201507,0.05693354618070168,23.546913573367892
201508,0.05676082837717211,24.88345589351793
201509,0.06998369625279066,26.6248921124896
201510,0.0721126274750159,28.544883038960055
201511,0.024436237964734486,29.242412593575597
201512,0.08275988175423876,31.66251120202858
201601,-0.0664200547098116,29.55948547573982
201602,0.000766015167927403,29.58212848997037
201603,0.054255488031570875,31.187121308206347
201604,0.0315027843371658,32.1696024648758
