,return,value
201605,0.00038006305763160775,32.181828942351395
201606,0.06389663296971193,34.23813945457488
201607,0.029562601975368086,35.25030794364762
201608,0.07212580553214765,37.792764799339466
201609,0.022138923715079084,38.62945593621397
201610,0.031277821565771635,39.83770116616971
201611,0.03909557798061791,41.39517911868025
201612,0.02521989742823627,42.43916129007683
201701,0.021771749786938965,43.36313609085193
201702,0.012886509599417062,43.92193556034753
201703,0.007527372176570735,44.25255231602562
201704,0.023955605840773497,45.31264901675654
201705,-0.00034785728565311924,45.296886681663814
201706,0.025266310604791897,46.441371889992794
201707,0.021665581976777037,47.447551239789426
201708,0.04857551341360988,49.75234040148076
201709,0.030628064037177882,51.27615826929678
201710,0.016390123175220372,52.11658081928265
201711,0.027777783610035023,53.564263923775584
