,0
20050105,
20050106,0.24332149114691767
20050107,0.2615432520585986
20050110,0.20658861093717706
20050111,0.26468680138168543
20050112,0.2851567934246666
20050113,-0.04942067499335637
20050114,0.28741567458099937
20050117,0.23419112397616418
20050118,0.28475933286812427
20050119,0.31597155938949884
20050120,0.2524443801523264
20050121,0.21491956482781263
20050124,0.2515976731023136
20050125,0.27702702901574955
20050126,0.29954933824638047
20050127,0.31818265933128714
20050128,0.291874652744182
20050131,0.3271760372205596
20050201,0.29350052948502797
20050202,0.27632340174841646
20050203,0.25532812749709033
20050204,0.2900903675863985
20050216,0.20912048141059222
20050217,0.20645330462483788
20050218,0.31448678985583545
20050221,0.22593391210220148
20050222,0.2362228846830566
20050223,0.24642592468099686
20050224,0.2856963583454509
20050225,0.2655952181060999
20050228,0.29605892185775035
20050301,0.28189459794845395
20050302,0.3059403948748924
20050303,0.3051444235863918
20050304,0.3310635285982196
20050307,0.28877274817803333
20050308,0.3083636252909521
20050309,0.29722012744677534
20050310,0.32068865699295124
20050311,0.3024063493091167
20050314,0.24830343330120339
20050315,0.27718222868458
20050316,0.30302393796684035
20050317,0.292787309147375
20050318,0.24569814875547952
20050321,0.31137940494175204
20050322,0.19000162542428353
20050323,0.23984276988268471
20050324,0.27796117449582797
20050325,0.3364845976895253
20050328,0.218399737466251
20050329,0.23221810603975712
20050330,0.21954893745031856
20050331,0.33076492715359274
20050401,0.2724723251197446
20050404,0.30805301046612177
20050405,0.28578045049303685
20050406,0.28384666548949694
20050407,0.23863974755276932
20050408,0.31929935629548606
20050411,0.3152007189086665
20050412,0.3289670697502473
20050413,0.2079631766323329
20050414,0.24002751855555005
20050415,0.29722805839908634
20050418,0.38343337780230397
20050419,0.3713535441565044
20050420,0.3093582051757705
20050421,0.3103656012643929
20050422,0.32536581312924917
20050425,0.287167262669917
20050426,0.380542199413202
20050427,0.3137597492782057
20050428,0.31769631031346446
20050429,0.38837155837911413
20050509,0.24896700052371956
20050510,0.2694032140606973
20050511,0.38743878398745457
20050512,0.3433272414797266
20050513,0.37228122792906204
20050516,0.2780273136079587
20050517,0.3583501204720175
20050518,0.3010823908947689
20050519,0.3269475773745635
20050520,0.3002414325368418
20050523,0.23286640442864573
20050524,0.31827597011307207
20050525,0.2750552572863002
20050526,0.3577944446888159
20050527,0.3587549521484166
20050530,0.2789664424545073
20050531,0.33005039000484593
20050601,0.2732108470402199
20050602,0.32537574408279807
20050603,0.33629661716300263
20050606,0.21727884849635612
20050607,0.30973418379972906
20050608,0.24867654214221227
20050609,0.20554790427888148
20050610,0.25886280609402146
20050613,0.31239121947207904
20050614,0.2786163051465389
20050615,0.3167257471575455
20050616,0.33508881429907883
20050617,0.25671452976257086
20050620,0.23132163361613636
20050621,0.26797424393320296
20050622,0.3242088463161958
20050623,0.3220959408725304
20050624,0.26485399776243945
20050627,0.25326625694716354
20050628,0.27755850752239086
20050629,0.30997749392665447
20050630,0.2641697677170956
20050701,0.25983484667734524
20050704,0.33374730344670606
20050705,0.3198750122633903
20050706,0.34373249559110763
20050707,0.36197501537204957
20050708,0.29855601633232104
20050711,0.28916130554177505
20050712,0.2934761754248626
20050713,0.3637077439319099
20050714,0.3800532732514191
20050715,0.3538307236767814
20050718,0.3352620645575445
20050719,0.428503797418683
20050720,0.4015829810774624
20050721,0.3037980723752307
20050722,0.2896161422430324
20050725,0.30916452748916157
20050726,0.2700866133074312
20050727,0.22220814026442015
20050728,0.28575047132759596
20050729,0.3583371719697002
20050801,0.3701020296095468
20050802,0.3242480855310594
20050803,0.3201052770066616
20050804,0.42376898135163693
20050805,0.3441845729549438
20050808,0.24358674972047692
20050809,0.3547409399034738
20050810,0.3329449137618186
20050811,0.2911739959790601
20050812,0.33079058350178725
20050815,0.37825874004256504
20050816,0.3323945807585308
20050817,0.36870052938314635
20050818,0.4217755874105256
20050819,0.4789849218348588
20050822,0.4679564739685772
20050823,0.40796434444717633
20050824,0.414713502175179
20050825,0.43144794753645205
20050826,0.430776946460633
20050829,0.41793016262906374
20050830,0.39203944322203976
20050831,0.38646663692718497
20050901,0.354278631024293
20050902,0.36075864032321714
20050905,0.39561653014345854
20050906,0.37469255101094995
20050907,0.3913596679555108
20050908,0.2948460187194719
20050909,0.308179500723824
20050912,0.3409210424093407
20050913,0.29499767788036996
20050914,0.2984988448330693
20050915,0.34085102310684234
20050916,0.36249582649246925
20050919,0.3602221268206534
20050920,0.3570635682038466
20050921,0.40887837530569643
20050922,0.44553888668307673
20050923,0.4847924805325683
20050926,0.45237584346154913
20050927,0.3994537932221868
20050928,0.42867285773944436
20050929,0.3695765814148798
20050930,0.4294460634927154
20051010,0.34340406375045585
20051011,0.40324240846620785
20051012,0.34935431000907097
20051013,0.3309045830780436
20051014,0.3567063677322863
20051017,0.3690831449861732
20051018,0.32362087841981996
20051019,0.29157909939756466
20051020,0.3439553897496561
20051021,0.31485963987496995
20051024,0.3248157722629987
20051025,0.31098584945059143
20051026,0.3551509890815511
20051027,0.3040225554188354
20051028,0.34645627385355793
20051031,0.3246145437866018
20051101,0.29174824728270343
20051102,0.35842654308096206
20051103,0.3647326768773698
20051104,0.3586101090330663
20051107,0.3329674307826297
20051108,0.3107356970214468
20051109,0.3423009623188341
20051110,0.31739854417793323
20051111,0.3684473683932378
20051114,0.3075767284176767
20051115,0.3134932129142658
20051116,0.3906193285883842
20051117,0.3196389162383066
20051118,0.2758033185977636
20051121,0.31437070998907385
20051122,0.285703670933618
20051123,0.3237585072213684
20051124,0.26805177505869515
20051125,0.22883208181271433
20051128,0.3173077498178814
20051129,0.2877845708558012
20051130,0.33110183341593663
20051201,0.3600136444546517
20051202,0.30678541418195915
20051205,0.24372772702338866
20051206,0.3226359492648714
20051207,0.31314107717793294
20051208,0.31125911189463235
20051209,0.2908240390386081
20051212,0.332008377557207
20051213,0.30639551171373214
20051214,0.3179423997274945
20051215,0.3188237015228867
20051216,0.3320185637682897
20051219,0.3425584719486707
20051220,0.35949033655446616
20051221,0.33741969315172193
20051222,0.340078285162483
20051223,0.2526423551564011
20051226,0.2903155593257555
20051227,0.3881431185180809
20051228,0.31904990787351056
20051229,0.3605113498443005
20051230,0.38102704898338946
20060104,0.287967806099696
20060105,0.2775812113344439
20060106,0.26657885219862804
20060109,0.3403095710318888
20060110,0.295099925815138
20060111,0.3362892419820786
20060112,0.26280559186118524
20060113,0.35313672671199386
20060116,0.32746840596302607
20060117,0.4061870997880724
20060118,0.3826914761507518
20060119,0.3545574173792866
20060120,0.36543581532082686
20060123,0.42857988664024693
20060124,0.4118359981614638
20060125,0.42719580759682
20060206,0.4290909280791171
20060207,0.3700614261218379
20060208,0.39112894428965805
20060209,0.33977068562332025
20060210,0.34324635838815537
20060213,0.3858478275410003
20060214,0.36628545107587024
20060215,0.3298881610064392
20060216,0.3530808883352228
20060217,0.3858850145270541
20060220,0.4473413338238218
20060221,0.3803821843984875
20060222,0.3386430470009695
20060223,0.36359777729385184
20060224,0.31847519695815363
20060227,0.3408924557585249
20060228,0.3613552135522476
20060301,0.34745437506077453
20060302,0.4173384671522398
20060303,0.45542632019984564
20060306,0.3772335702457928
20060307,0.3781541418634666
20060308,0.3966192784900691
20060309,0.3861823749080301
20060310,0.33021707366349495
20060313,0.383308743323499
20060314,0.3780317352327792
20060315,0.34730333069454544
20060316,0.29920654182488937
20060317,0.3340600740262421
20060320,0.32063172170315185
20060321,0.36607356335619634
20060322,0.4104418176974083
20060323,0.3247779215411661
20060324,0.36442525164070866
20060327,0.4164169976542316
20060328,0.37512906178283356
20060329,0.38750632985083316
20060330,0.44522705079291264
20060331,0.44462706504715854
20060403,0.4421990518862257
20060404,0.344285472974674
20060405,0.3531741886194588
20060406,0.4417477239939443
20060407,0.4411519842126361
20060410,0.3645693115347904
20060411,0.43720010568410306
20060412,0.37160056970384
20060413,0.3923203726194542
20060414,0.48569857153119655
20060417,0.39356841517584334
20060418,0.46400574472017236
20060419,0.4673991428316185
20060420,0.44837832531905664
20060421,0.46328223393506723
20060424,0.43806664414495544
20060425,0.4407401281638997
20060426,0.4161339695209959
20060427,0.45109231512280773
20060428,0.43001628637597356
20060508,0.42275277685498125
20060509,0.39748371656747716
20060510,0.3265145967339217
20060511,0.3003701616843075
20060512,0.33317083655803914
20060515,0.2783535325346147
20060516,0.23442236235485422
20060517,0.2833304285132128
20060518,0.409365765413698
20060519,0.32895119366247294
20060522,0.2931670221631355
20060523,0.36556692845605765
20060524,0.504614794608754
20060525,0.42025267767216046
20060526,0.40474735283452995
20060529,0.3551980856345279
20060530,0.35807903309287703
20060531,0.3236384943027175
20060601,0.3885330300584538
20060602,0.24215813822942373
20060605,0.26747519154024324
20060606,0.3321012850427838
20060607,0.32672791727118095
20060608,0.4093087534424683
20060609,0.4717362319057467
20060612,0.48958236853439474
20060613,0.43740364332877907
20060614,0.48030713350744453
20060615,0.48314498571971587
20060616,0.48756405675856596
