indicators,values
ICMean,-0.03216995748120629
IR,-0.4532113821813502
SignRatio,0.5314930991217064
PosSignRatio,0.12095357590966123
NegSignRatio,0.4105395232120452
ConSignRatio,0.35407779171894604
RevSignRatio,0.6439146800501883
