,TMB,1,2,3,4,5,6,7,8,9,10
20110718,0.0,0.020008182325427115,0.04881232913832556,0.03432108211981255,0.056057956305177625,0.039219504575592645,0.04514494027835292,0.04694456038184258,0.11444419948484985,0.15796298049786928,0.42238752651509026
20110719,0.0013389880326265535,0.02329033339025488,0.05015930133685209,0.035583756779889675,0.059293150475788314,0.039877653201991325,0.045537683717820965,0.04984654508738595,0.11802383021606921,0.16125334957407844,0.423548627900862
20110720,0.0,0.02319939253111991,0.05341439244609658,0.03977610221643735,0.06003634673161207,0.0448466364205774,0.05086113375376844,0.05253970846976996,0.11999915322219468,0.1643051570073627,0.42664285917952316
20110721,0.001502091469726352,0.034885303507101506,0.06447351580946259,0.04973949693543289,0.06918529209535451,0.055118033040538195,0.06095314754133219,0.062363908716081995,0.12853955305460985,0.17104966284019696,0.4326409571697962
20110722,0.0012762521681883854,0.03583109189434308,0.06458971438550587,0.05178622962262358,0.07092783128786317,0.0570300834148737,0.06375812211698995,0.06063855754251568,0.12720401681553928,0.17405215503554405,0.43332527963938516
20110725,0.01263174531971134,0.08115826519933522,0.10579713760276033,0.09086262860304228,0.10942516474386454,0.09656705865667514,0.10241279185976937,0.09655704270053578,0.16374620955022523,0.20780919212430204,0.4535225005465725
20110726,0.013988551964589147,0.07720091407195628,0.10330804729018661,0.08932410427497406,0.10635976459991703,0.09434716221282491,0.09888677015256653,0.09369075705462371,0.1600799724506271,0.20295848365213232,0.4504179314513864
20110727,0.012439145456030865,0.06662035645454845,0.09489984627902182,0.08001561027678472,0.09675892755545568,0.0848292821315787,0.08936540035027529,0.08187176842069133,0.14803124498210218,0.19195766386063107,0.44498018297507624
20110728,0.016552971762116453,0.06329055824949936,0.09240376496221459,0.07897612323942638,0.09160178745848369,0.08441411929087306,0.08295254788637052,0.07660539592023996,0.14529181302860983,0.18576728098401207,0.44068815519144566
20110729,0.010947162881551842,0.06927255213286665,0.09803472120736456,0.08634719131558877,0.09950783051809675,0.09377784145997525,0.09089107434373844,0.08514411138779499,0.1568523195800866,0.19633159158562297,0.4474481895581407
20110801,0.0069578226553059785,0.06326256931007512,0.09469895615164314,0.08200224990575566,0.09615036384086484,0.08913306367191332,0.08764552017539051,0.08122981078088032,0.1537465699931745,0.1958903443323201,0.4461089141196688
20110802,0.015762135663914822,0.07914719219717581,0.10646279765709643,0.09454723652293051,0.10690797506786809,0.10001334774707349,0.09741347766518749,0.09152824487139877,0.16372799578553476,0.2014466225126328,0.4505906628795625
20110803,0.014275332828418863,0.06097535845885238,0.09122144525551945,0.07959068372921929,0.09234605269375074,0.08618207429232194,0.08335860699170461,0.07603820458541444,0.1498637562827233,0.18743732863191986,0.4405787285019642
20110804,0.0020941391812385746,0.08391918827427203,0.11530251895620303,0.1019248766133597,0.11566756640396159,0.1107963181737045,0.10912157020594648,0.10215594741448741,0.1756329451432146,0.21487639952796822,0.46116055587621774
20110805,0.012976702537542795,0.09284528253079927,0.12515256312978307,0.10832296874995828,0.12489863042758709,0.11410589490482115,0.11601374653607854,0.10553558911527927,0.17622144240614857,0.21593836926581322,0.46053463134643147
20110808,0.035241428076208,0.16725368400330742,0.19555556242130012,0.174639323274549,0.1923498075159985,0.1756564058194665,0.17592096492155052,0.16375521192150266,0.23231526156580462,0.2659521259526667,0.49261474344219947
20110809,0.03825876163364017,0.1309621757391526,0.16191342459765512,0.13606337641375343,0.15506244264609548,0.13791635651175294,0.14037236041444912,0.12682976344676444,0.19453398990988535,0.23146600982520382,0.46891576145888625
20110810,0.039986492342426794,0.15316493119689845,0.18386675188041846,0.1568335765340796,0.17734070273367197,0.15963019275855017,0.1600727443370602,0.14885952814500536,0.2121474872020649,0.2484879005085634,0.48153018210791554
20110811,0.03713096414631134,0.11165784712579674,0.14403723658422773,0.11538665505946843,0.1345486795266252,0.11923905934639034,0.12044156638141323,0.10511481176191884,0.17258983934368044,0.21120205429520966,0.45765988385342116
20110812,0.034777580244571116,0.10410029784628128,0.13350993119902443,0.1055789360854118,0.12723154316438723,0.11554298487064285,0.1132986278474486,0.09691442786972648,0.1676969420385921,0.2033948227846567,0.4543714920748717
20110815,0.03213053783997111,0.09012176323874033,0.11674630932513197,0.09136642599055511,0.11571350091795507,0.09901822376597835,0.09733944394610594,0.08378750521450484,0.1578025500453285,0.19360805994693264,0.44735450614804373
20110816,0.02576227011876886,0.09720706949369629,0.12573445767917957,0.10086041764731823,0.12648774693717868,0.11058670449533026,0.10727107205911435,0.09617456732191332,0.1663062748835501,0.20365082415464164,0.4552942363223378
20110817,0.02656502191144483,0.09637986907134466,0.12437363889177577,0.09980480163866834,0.12740098573865577,0.11054474396856295,0.10701440096522874,0.09542994492467671,0.16624080285817078,0.20371094339562612,0.4543463134584764
20110818,0.02709781509933784,0.131240705863224,0.15691472818711094,0.13559473212997408,0.1614641295849909,0.14501264564217087,0.138919662221332,0.13107766495212492,0.19827535661840534,0.23583791365991924,0.47509847845408615
20110819,0.03055067055848948,0.12092779163480871,0.14614477081139354,0.12507115711010586,0.14938576040904583,0.13445552551914286,0.12977073729428457,0.11957851528234087,0.18585456736582273,0.22204844028650306,0.4670045601232684
20110822,0.023716296165039563,0.1157836138327073,0.1406160276343018,0.12541124826084615,0.14880229712857684,0.1351211323833047,0.12990821002992559,0.11971958885153655,0.18855293019419972,0.22148982891362223,0.4676430474739359
20110823,0.01970757908704235,0.0938780956712334,0.12049525106594083,0.1052403332380113,0.1304072822782587,0.1181329573959341,0.1119045725499318,0.09958070675531483,0.17238845763786448,0.20712013603634583,0.4566403817052508
20110824,0.014862035205788993,0.09406985359257103,0.12299763419523446,0.10929388923685301,0.13543264945133326,0.1209262400632084,0.11559751633438997,0.10408398120253992,0.17213907494644898,0.21200221323003798,0.45944117366833226
20110825,0.009479203359581856,0.07945947914168727,0.1081561311731738,0.09282211908959392,0.11988620114177873,0.10470311501466767,0.10070267630071505,0.08832088068178623,0.16251031876513555,0.20471553267018316,0.4536769538233558
20110826,0.010247871088180038,0.07648344919875572,0.10543849393901572,0.08812836196878637,0.11550422043989983,0.10199307094587295,0.09815164100325169,0.08619598168674991,0.1598964535547751,0.20320513704161658,0.4514867777508744
20110829,0.013699591015848056,0.07484995356289292,0.10616160660262963,0.08953675786862048,0.11564998952405892,0.10150615493879245,0.09546170376887908,0.08367827668766059,0.15932868622361906,0.20080345749858042,0.4486036623527768
20110830,0.013151468722876092,0.08972362077839258,0.11838341839211564,0.10389003311846157,0.12792463298073287,0.11348644842077915,0.11039538459659781,0.1011685108200977,0.17188551874906421,0.21479888722232365,0.45777490970384305
20110831,0.00981326181749076,0.09133787778213054,0.12003794221083264,0.10455860804305428,0.12955608816870612,0.11552403636418584,0.1113572785578334,0.10292448924970565,0.17365753524470628,0.21771756239476492,0.46057065724438684
20110901,0.008190947232902257,0.0994909581739074,0.12610969149867568,0.11449244991085217,0.1366729639021853,0.1242111140589286,0.11946125477067193,0.1120262733566495,0.1820551282182542,0.22612497990512892,0.46629454904896617
20110902,0.010847346999170226,0.11697478561281127,0.14284721853276072,0.13171282714339838,0.1531661853390578,0.14049861221238202,0.13642139536217968,0.12948742689228077,0.196321589755874,0.24121261122391446,0.4752272602255694
20110905,0.010999347057086939,0.13606755571796336,0.16227544117883552,0.15221686056033934,0.17331850625595224,0.16264825740013644,0.1560956083773023,0.1488276744512751,0.21533450392807107,0.2602779301730038,0.48649325554366496
20110906,0.01044679970753204,0.12868587496212192,0.1556055651585302,0.1443473601004892,0.16798023709497822,0.1556422326860777,0.1471981106856095,0.14252236485632075,0.21046547735522192,0.2568420446743501,0.4823926025268629
20110907,0.011378848487361037,0.10913453185181088,0.13515291031131005,0.12450796696377187,0.1491790361440073,0.13595826407890088,0.1275591890907739,0.12244885675072004,0.19194078295986117,0.23876286988237094,0.47029052596119714
20110908,0.013108644119839474,0.12330022437675192,0.1478721637176208,0.13543242810680212,0.1608036219971245,0.1471892322350521,0.13865388850487392,0.13524606612913792,0.20198667916054036,0.25049876007686134,0.4777866250627232
20110909,0.00981944550858116,0.1376272955732376,0.16345877711966816,0.15205938602375746,0.1780651269617528,0.1646297661905861,0.15553297662334664,0.1512604084409067,0.2170685175546917,0.2650201783897098,0.48806114075032914
20110913,0.009404021055990586,0.13385368135570264,0.16037517720969008,0.14990457621640685,0.17609856933001466,0.16394930597707924,0.15374104617049955,0.1486841816083555,0.21675550765708396,0.2623845114529425,0.4860357536758966
20110914,0.006376267228331067,0.12431396435549713,0.15299030981238404,0.1416256883475594,0.16771212154021242,0.15579840408722812,0.14568965167616277,0.14038068108449175,0.2107149995689317,0.2540581306004861,0.481945892751763
20110915,0.0019542869234440152,0.1182252611863529,0.14898457304056878,0.13765738248802406,0.16218571717525543,0.15119375312278416,0.14091838756391506,0.13724550148395642,0.20637609618693964,0.251113790675201,0.48064935384189744
20110916,0.0015958251822634217,0.1264025064938782,0.15561147218199245,0.1448734780844868,0.17074230776012456,0.15892909135084143,0.14840753019450847,0.14502258151071856,0.2148776380483025,0.2571435629713984,0.4856521471113098
20110919,0.0008253591554656659,0.1414824154945732,0.173488039086224,0.1596226368532474,0.18677425980979212,0.174018153377401,0.16555203084190495,0.163326944134788,0.2298318164563955,0.27158918448122316,0.49492766362201523
20110920,0.0010072973052698275,0.13360709505436397,0.1669048069388821,0.15275960449956516,0.18112011979866893,0.16662204970788586,0.15818206952268188,0.1566792530162353,0.22281718716676446,0.2649216778301431,0.49020258568602393
20110921,0.0005238537906472329,0.11444878265405245,0.1477019001581804,0.13464066053802082,0.16327992000611113,0.14945638957513063,0.1400827380461689,0.139583473810314,0.2070295923508706,0.24799185164932136,0.47917627985800204
20110922,0.0,0.14557282224617907,0.17737596554146107,0.16931914381040936,0.19513560888724935,0.1817213566432193,0.17417948938166739,0.17223800682856072,0.23437966950028266,0.2778763383166134,0.4991289414887573
20110923,0.002317637261369798,0.1424325784864291,0.17335493376552613,0.16526933778564812,0.1919044174578749,0.17782698724410295,0.17024661395182827,0.16633859629157188,0.22909844171900884,0.27473345972082086,0.4961272716795111
20110926,0.002725181011068001,0.14452361564660532,0.17492876543875047,0.16743599522895047,0.19521011749989547,0.1787177307891341,0.1716914093816112,0.1706611531151776,0.2311878437635766,0.275064773520621,0.49715005526925604
20110927,0.0,0.13904801380039133,0.17125218332165426,0.1614227376304701,0.18931242227254264,0.174754714672122,0.16740095569996716,0.16921151648988908,0.23078761172835216,0.27648907630960606,0.49723772928091436
20110928,0.0,0.16231083991497608,0.1932346460863823,0.18668612361691717,0.21198507451846704,0.19872312396969571,0.19012929442690107,0.19098954151890857,0.2538857466890835,0.3016130138163122,0.514742847243026
20110929,0.0,0.18327566248526717,0.21419950970286217,0.20717231313347706,0.23052247653262914,0.21312160041808903,0.20429974202773227,0.20669846635578615,0.26896515902552853,0.3167942960366088,0.5285468216949711
20110930,0.0,0.18319420669121522,0.21571714772603046,0.20815665439908204,0.23002579246882848,0.21669979938750328,0.2062016329620373,0.20744223048854182,0.26983049012803084,0.31813776141004335,0.5299649177660251
20111010,0.0,0.16854046004855727,0.20378037439390273,0.19724775628568292,0.21570752818770678,0.20458570769460105,0.1945356975475956,0.19556944745979543,0.26046947343694604,0.30803610117083324,0.5221349804137714
20111011,0.0,0.1899553253471865,0.22650419931479304,0.21978267996854994,0.23780907062003964,0.22918949314162052,0.2197803095580052,0.22105644582206152,0.28459988642578216,0.3319314330412906,0.5368532428990744
20111012,0.005292049718390146,0.15855629445607644,0.19800988062077285,0.19003165766343622,0.20744728344834173,0.1989894335757284,0.1880502713404143,0.18705018462275314,0.2561820941532945,0.30453236099618464,0.5164497073448904
20111013,0.004388067521159056,0.14764849731480967,0.18629361287216706,0.18130094046143863,0.19613257409186557,0.18959723013089047,0.17949564059345613,0.17671762072412067,0.2458741419051197,0.2951587384081442,0.5106207980114574
20111014,0.00849117984091996,0.14886695427018326,0.18663943733255994,0.17816373783207495,0.19579654911205224,0.18949715786990806,0.17887006559059093,0.17667628445044392,0.24485371341573503,0.294424393233394,0.5093035495313224
20111017,0.005900629692752402,0.15254657305764585,0.18952854463416346,0.18270242712774531,0.19933992913701837,0.1949302569824125,0.1827909800145474,0.1796287570288515,0.24787870256502076,0.297511289881936,0.5127069886231872
20111018,0.007724326664258152,0.17235017810577258,0.20647430823963675,0.2011868794975078,0.21746046995791524,0.2127442209924958,0.20084923416513445,0.19788352046366275,0.2657547778312973,0.313366616553894,0.5232002822469941
20111019,0.006398581207847309,0.17945281313631367,0.2146421486679042,0.2084180713500957,0.22646227459369928,0.22155027681527417,0.21036169108628977,0.20633088189991733,0.2725852707999784,0.3225495250490641,0.5279290658267898
20111020,0.010218026147162385,0.20363503836242913,0.23595346848896714,0.23069480124835318,0.24699787434530618,0.24115530425153642,0.23024728128616911,0.22788773916982275,0.29245912716847744,0.34160204127884874,0.5400267385710982
20111021,0.001922170600438533,0.21313144194366063,0.2467402602203257,0.24056067812479232,0.25641917675231796,0.249607341341602,0.23912231291302088,0.2404759628779659,0.304311185233775,0.35247291916521606,0.5493670410624506
20111024,0.0005398100628670743,0.20281402136633786,0.23678082390459732,0.22669365468655278,0.2453227173801561,0.23690164579009432,0.22833673165236845,0.228966621344725,0.29376392341727187,0.34314098488888733,0.5440824785966094
20111025,0.004205485766148986,0.18667364473856973,0.22008015421268068,0.21193103404112268,0.23158322986755453,0.22186877662333482,0.21155544140457516,0.2121097604063683,0.2794023816971902,0.3281433353276738,0.5331795098829367
20111026,0.006872562644145597,0.17537455935401203,0.2067195029743475,0.19689060675492231,0.21786675025813573,0.20653326702216057,0.19533356473048602,0.19927120003822152,0.26527727931068124,0.3153446572883053,0.525443931227384
20111027,0.008902953776803835,0.1676327683259473,0.19752091858017395,0.18570656618915682,0.20782342642663554,0.19618737745092907,0.18560746997356525,0.18890927091708898,0.2581193088788347,0.30613300667241805,0.5200184772946096
20111028,0.00654888058696057,0.15938727728818436,0.18864273802658116,0.1771833302361352,0.19988628791443896,0.18705820575419652,0.1777110456723351,0.18153028659411163,0.2505599119373775,0.299348792477962,0.5164038065659053
20111031,0.01005579506275911,0.16241482913912753,0.19098147723437975,0.17878397543111102,0.2014151062537367,0.1874880706405212,0.1797375269389484,0.18054620162069113,0.25088176923738337,0.3019247619245793,0.5164384170793341
20111101,0.010783331364233817,0.1688275077932685,0.196539733468034,0.18211159421952772,0.2064608870218615,0.19264349618576904,0.18499486216433536,0.18512588451900314,0.25573995605584743,0.3052085627365072,0.5197852553831503
20111102,0.009550406956146396,0.13469223113897133,0.16631090734764264,0.1522954712951231,0.17627833598752574,0.1620093261690254,0.15484708993955454,0.1511980633574136,0.22397356896216702,0.2764432541996025,0.5006619231829035
20111103,0.0037016626650794304,0.1281012598885395,0.15979454798008508,0.14356336830654692,0.168645086334407,0.1555159571663174,0.14613898439195194,0.14478254052865247,0.2181622075745111,0.27292664312828385,0.4998071717219865
20111104,0.000956438817298455,0.12616018336721124,0.1575900931530737,0.142503311272544,0.16698162445500775,0.15700909856652434,0.14445301658969867,0.14359620561748387,0.21749814627102515,0.2721906333557895,0.5000718536534665
20111107,0.004312022152023309,0.12975486992586216,0.16035014030902195,0.1431420688505719,0.16775030771673904,0.15709567462660345,0.14308265871167514,0.14266156078351355,0.21793420741044667,0.27221753948302374,0.5004492353144014
20111108,0.0028607538917932995,0.13679905393528558,0.16753512893989397,0.14934759652047325,0.17469874433737653,0.16369707313780013,0.15002916404196853,0.1495025401236132,0.22605217196815253,0.2786621674830245,0.5052209621028363
20111109,0.00600913009110593,0.13463748071673554,0.1652356824818576,0.14785540899574823,0.17175689267759242,0.1637715523864669,0.1471882216501279,0.1470950722734926,0.2218636857611881,0.2757501285065884,0.5024197480541248
20111110,0.007873835371522087,0.13506101656990677,0.1663286530184912,0.149338095660552,0.16961988400499384,0.16318438691841908,0.14962746266368732,0.1461879827356607,0.2237850053384952,0.272701194408823,0.5017298298609798
20111111,0.007021970490343921,0.12771243590473147,0.15823302530115435,0.14249823215123503,0.1625767479609722,0.15673903788444132,0.1430507334157276,0.1393695039731958,0.2169214456233891,0.2684646670268376,0.4979243199739367
20111114,0.006452750654000194,0.11143193016630826,0.14194366634177036,0.12924215102007242,0.14785119937411206,0.1412671129830234,0.1269273467426607,0.12671775822343578,0.20278147265274238,0.2579355614290748,0.4888413167331884
20111115,0.0006040279769465862,0.10109790910538685,0.13507320359294273,0.12170721021308784,0.13925389705046864,0.13335187572349405,0.12224540737399303,0.1215709004200145,0.19650627082715622,0.25369536236652956,0.48590559794844357
20111116,0.0013141597255494908,0.1259386685371986,0.1580229326710746,0.1465647996890308,0.16282752661293365,0.15785331862540974,0.14770503497508336,0.1464710740302838,0.2158973623559094,0.27317893378979563,0.49974707266409846
20111117,0.002271656447008108,0.1298821264878559,0.16264047531538084,0.15153352049253244,0.1686474895696881,0.1633254187275327,0.15137553088487088,0.15311214139769502,0.22059623325273503,0.27876978635736704,0.5015244174579094
20111118,0.0030847442946201342,0.15139942376507765,0.1824956620426802,0.17246723235347106,0.18824206596623516,0.18064975379472137,0.1693959619290455,0.1723565690693626,0.23760180959978783,0.2958450664644655,0.5134450801890345
20111121,0.0006316276626591177,0.15488951336358847,0.18722244693272327,0.17660749769940365,0.1916271593341099,0.1862024175082715,0.17594999717607118,0.17723886756005947,0.2427167138816574,0.302470562962592,0.5166434325163594
20111122,0.003805841747899996,0.14649536048834233,0.1803350566984543,0.1697986039918521,0.18524276552135,0.17628410420423501,0.16758461986143158,0.16825604080663092,0.23429474001168926,0.29623331119865337,0.5103071933088585
20111123,0.0013385256146775104,0.15821627224889834,0.19151051220582926,0.18192790606677567,0.1983055928902817,0.18890703158036315,0.1811431723543112,0.1838721069364223,0.24528779724068894,0.30790273973804094,0.5182448340234395
20111124,0.008377627285461875,0.15440399846616204,0.18755277810263715,0.17722399572835612,0.19399118396423642,0.18251407875155012,0.17542889589886168,0.17901865317632237,0.23969620848925355,0.3014730846565341,0.5126673903632073
20111125,0.00706100630900397,0.15824736948562312,0.19398547518165699,0.18080907813906089,0.19561837844251917,0.1859086829681813,0.18038458375260624,0.1829567624269337,0.24382486404140324,0.3039285731874781,0.5155294492466918
20111128,0.00646711537951461,0.1522455628979329,0.18761605348449284,0.17116381489379817,0.19022195089013338,0.17931493680474542,0.1755352844388911,0.1757941512385417,0.23674455475326328,0.29865548074331627,0.5123648794426794
20111129,0.004059315072278524,0.1460135799211354,0.18028634373276875,0.1636981766912583,0.1859451023833426,0.1728944568495625,0.17127382910016953,0.17100641603673694,0.23250123488220287,0.2939052462562004,0.5099619637194464
20111130,0.012824822317492157,0.16660742302094178,0.19811898112178106,0.17930012228931347,0.19967504563676952,0.18632644732658477,0.18636287994550738,0.18373350942790634,0.24511836350164296,0.3032209637284935,0.5174662688060573
20111201,0.008852223730499653,0.17687562545594326,0.20809791202239247,0.18978090418998683,0.2100293312046395,0.19533999118294887,0.19688882664619944,0.19300667633427593,0.25599906935447636,0.31289704934700424,0.5253533672494861
20111202,0.010880735459099289,0.19307469144470524,0.22254394771539,0.20535371505321753,0.2229427637735757,0.21151928758682947,0.2111949714380209,0.20757973195198653,0.2691702936296445,0.3266574731376145,0.5337229749299455
20111205,0.009660834071617552,0.22112272165777136,0.248503375634064,0.23026723477689837,0.24549212628441186,0.23607187577231203,0.23294286736518033,0.232363819414656,0.2934343471512959,0.3489947345125253,0.5505054327446757
20111206,0.007679667781579136,0.21594172718432136,0.24478769404855594,0.2266118328246366,0.24330250788902652,0.23310576827479135,0.22923019399354427,0.22919532448455204,0.2916896077541363,0.34526532615519334,0.548414661576321
20111207,0.007559358919777215,0.21421912685833444,0.24249729200648207,0.22405922200578476,0.2415496170955509,0.23106774749610748,0.2264086299927458,0.22705167435293905,0.29031733698848117,0.3433363545375475,0.5474772647729264
20111208,0.005247504104695988,0.21708107306452107,0.2476068108343482,0.22991677702866753,0.24568410035306554,0.23539043803000292,0.23049691117064852,0.23134340718131519,0.2961295185904498,0.3466779335851963,0.5501795641979097
20111209,0.002819926273258222,0.21708930293809314,0.24748743549059793,0.23046024660378372,0.24764109244955967,0.23615123177501351,0.23158618007843557,0.2321404812711656,0.2989980532288411,0.34795049033979786,0.5512820270968437
20111212,0.0,0.22864332675716204,0.2593032110472939,0.2447836332268557,0.25934360615719365,0.2500281569830174,0.2437891080904354,0.24542355192633825,0.3131776954861323,0.35998885125249025,0.5601798371285354
20111213,0.00769516390163294,0.25699698657586056,0.28703216926172936,0.2703515854523686,0.2862539197613079,0.2763895763772174,0.26847590188513093,0.2695378904409407,0.33547400290772467,0.3809734367955947,0.5729623332572835
20111214,0.0041064810184699985,0.2708064077450504,0.30214881361416723,0.28658053052615007,0.301400216797691,0.29207051084249736,0.28228362071140334,0.2866580521305403,0.3505444287284112,0.3945972999449723,0.5824436235344796
20111215,0.0029092633551466296,0.284304753400191,0.31700158307767046,0.3013812558892963,0.31590816747701844,0.3071872512857631,0.29619445314624016,0.3010560391113256,0.36172425365009564,0.40498757569752264,0.5906751159952665
20111216,0.004827364732099992,0.269102622636342,0.300879610784641,0.28629372221792415,0.30031990925609564,0.2924664928274572,0.2821503786280748,0.28530901559004396,0.34657062504352,0.3885236696582397,0.5811932012357346
20111219,0.0023695325396722033,0.2642610648649655,0.2977819494845493,0.283263925788118,0.2975317176029618,0.2885796154337069,0.2805771208759784,0.28075130955378647,0.3430865882034694,0.3836605422492121,0.5794533214170398
20111220,0.0,0.2549782957753771,0.2889070291761743,0.2754829197511969,0.2911401145396988,0.27920316800696077,0.27262442130001885,0.2730218049940556,0.3363123025559617,0.3788383711397081,0.5770252405070306
20111221,0.0008911423657732565,0.2874764329417825,0.3189975726302253,0.30674994749615414,0.32155661951966097,0.3094213018393951,0.30159228614530664,0.30379720348861483,0.36719193429537234,0.4048040752575808,0.5950986336744362
20111222,0.0074420823003565895,0.3001721910040799,0.3305915329664445,0.3146022913742873,0.3309244974216331,0.3196736946265204,0.30501165469465874,0.31131484480805616,0.37228584269772835,0.4118908082245395,0.599658323309265
20111223,0.004730036257814985,0.29157495954443424,0.32166550167262187,0.30551711062094067,0.3221091460562632,0.3118663005489719,0.2978404486885977,0.30300772312789215,0.36533040044365095,0.40429860506128856,0.5958340992838096
20111226,0.0,0.2962634869799765,0.32580836454027706,0.3101729956330235,0.3272377365848548,0.3170735401323005,0.3022982835232002,0.3088794307018472,0.3686461470043715,0.4103856902299837,0.600577719650865
20111227,0.0002882463277398273,0.3213021705711262,0.348852187576289,0.33264119113661805,0.34807396247681766,0.33952788310173054,0.32563256456582224,0.33050018730658015,0.3899344566466274,0.42874365342745635,0.6146738839357611
