indicators,values
mean,2.5810499350650753
median,1.7889450000000002
mode,0.8733299999999999
std,2.5389590795989387
skew,2.6972194831198233
kurt,11.048115492265458
count,5152171.0
min,0.0065975
P05,0.3879829166666667
P25,0.9659637499999999
P75,3.281815833333333
P95,7.467071666666667
max,30.91592916666667
TR,0.01593292734326779
